iteration,DV__seed3__loss,DV__seed3__rel_l2_error,DV__seed20__loss,DV__seed20__rel_l2_error,DV__seed57__loss,DV__seed57__rel_l2_error,DV__seed73__loss,DV__seed73__rel_l2_error,DV__seed88__loss,DV__seed88__rel_l2_error,DV__seed487__loss,DV__seed487__rel_l2_error,DV__seed672__loss,DV__seed672__rel_l2_error,DV__seed954__loss,DV__seed954__rel_l2_error,DV__seed3407__loss,DV__seed3407__rel_l2_error,DV__seed114514__loss,DV__seed114514__rel_l2_error,PINN__seed3__loss,PINN__seed3__rel_l2_error,PINN__seed20__loss,PINN__seed20__rel_l2_error,PINN__seed57__loss,PINN__seed57__rel_l2_error,PINN__seed73__loss,PINN__seed73__rel_l2_error,PINN__seed88__loss,PINN__seed88__rel_l2_error,PINN__seed487__loss,PINN__seed487__rel_l2_error,PINN__seed672__loss,PINN__seed672__rel_l2_error,PINN__seed954__loss,PINN__seed954__rel_l2_error,PINN__seed3407__loss,PINN__seed3407__rel_l2_error,PINN__seed114514__loss,PINN__seed114514__rel_l2_error,pinn-rar-s__seed3__loss,pinn-rar-s__seed3__rel_l2_error,pinn-rar-s__seed20__loss,pinn-rar-s__seed20__rel_l2_error,pinn-rar-s__seed57__loss,pinn-rar-s__seed57__rel_l2_error,pinn-rar-s__seed73__loss,pinn-rar-s__seed73__rel_l2_error,pinn-rar-s__seed88__loss,pinn-rar-s__seed88__rel_l2_error,pinn-rar-s__seed487__loss,pinn-rar-s__seed487__rel_l2_error,pinn-rar-s__seed672__loss,pinn-rar-s__seed672__rel_l2_error,pinn-rar-s__seed954__loss,pinn-rar-s__seed954__rel_l2_error,pinn-rar-s__seed3407__loss,pinn-rar-s__seed3407__rel_l2_error,pinn-rar-s__seed114514__loss,pinn-rar-s__seed114514__rel_l2_error
3800,3.1e-05,0.029,1e-05,0.01,7.4e-06,0.015,3.5e-05,0.022,3.4e-05,0.029,9.3e-06,0.011,4.6e-05,0.024,2.6e-05,0.025,2.5e-05,0.019,1.8e-05,0.018,0.00011,0.043,1.1e-05,0.013,1.2e-05,0.015,3.9e-05,0.018,0.00013,0.06,5.8e-06,0.018,8.4e-06,0.01,1.8e-05,0.025,6.5e-06,0.016,0.00025,0.14,0.00011,0.064,1.4e-05,0.015,7.7e-06,0.0097,4.3e-05,0.016,0.00017,0.076,2e-05,0.012,8.5e-06,0.016,1.4e-05,0.013,1.3e-05,0.019,0.00025,0.12
3900,4.9e-05,0.026,1.1e-05,0.0093,1.3e-05,0.012,4.2e-05,0.03,2.3e-05,0.025,1.5e-05,0.014,2.3e-05,0.026,2.2e-05,0.034,1.6e-05,0.017,2.1e-05,0.017,5.5e-05,0.034,4.9e-06,0.015,1.2e-05,0.013,3.1e-05,0.025,0.00013,0.068,8.4e-06,0.017,7.4e-06,0.014,1.2e-05,0.013,1.8e-05,0.013,0.00027,0.099,0.00011,0.05,8e-06,0.018,1e-05,0.014,2.7e-05,0.011,0.00011,0.064,1e-05,0.0086,2.9e-05,0.016,3.8e-05,0.023,8.6e-06,0.0083,0.0004,0.11
4000,3e-05,0.023,8.8e-06,0.0085,1.7e-05,0.016,3.2e-05,0.025,3.7e-05,0.023,1.8e-05,0.015,3.5e-05,0.022,1.7e-05,0.026,2e-05,0.015,1.5e-05,0.011,0.0001,0.028,6e-06,0.015,7.9e-06,0.013,2.9e-05,0.024,0.00011,0.041,1.3e-05,0.0092,8.1e-06,0.012,7.3e-06,0.014,1.6e-05,0.012,0.00025,0.1,7.3e-05,0.037,8.8e-06,0.012,8.1e-06,0.011,0.00012,0.022,0.00016,0.046,1.1e-05,0.014,1e-05,0.02,9.8e-06,0.017,7.3e-06,0.016,0.00018,0.091
4100,2.1e-05,0.02,9.4e-06,0.012,6.5e-06,0.011,3.1e-05,0.023,2.7e-05,0.022,1.3e-05,0.023,3.6e-05,0.022,2.1e-05,0.024,2.2e-05,0.011,1.4e-05,0.012,7.9e-05,0.029,1.6e-05,0.024,6e-06,0.012,1.4e-05,0.017,0.0001,0.041,1.1e-05,0.0078,6.2e-06,0.012,8.6e-06,0.014,1.6e-05,0.024,0.0002,0.078,0.00011,0.036,8.8e-06,0.015,5.8e-05,0.014,2e-05,0.022,0.00011,0.044,1.2e-05,0.013,1.8e-05,0.016,2.5e-05,0.021,9.9e-06,0.019,0.00046,0.11
4200,2.5e-05,0.032,1.2e-05,0.0094,4.9e-06,0.012,2.7e-05,0.025,2.8e-05,0.021,9.6e-06,0.019,2.3e-05,0.015,2.6e-05,0.019,1.3e-05,0.013,1.1e-05,0.016,7.6e-05,0.031,6.8e-06,0.011,3.3e-06,0.021,1.8e-05,0.012,8.2e-05,0.027,6.6e-06,0.011,3.8e-06,0.011,9.7e-06,0.013,1.7e-05,0.012,0.00022,0.077,0.00012,0.044,1.6e-05,0.014,8.2e-06,0.0089,2e-05,0.013,0.00013,0.05,3.5e-05,0.014,1.1e-05,0.015,1.3e-05,0.019,1.9e-05,0.017,0.00034,0.11
4300,2e-05,0.023,1.1e-05,0.0097,6e-06,0.0092,1.6e-05,0.024,4.5e-05,0.022,1.1e-05,0.014,2e-05,0.015,1.7e-05,0.021,2.7e-05,0.017,1e-05,0.012,5.7e-05,0.032,1.2e-05,0.011,6.2e-06,0.012,1.1e-05,0.013,5.6e-05,0.026,8.9e-06,0.01,9.1e-06,0.0098,1.4e-05,0.011,4.3e-06,0.011,0.00015,0.058,8.6e-05,0.036,9.9e-06,0.011,6.2e-06,0.012,3.2e-05,0.018,8.4e-05,0.038,1.2e-05,0.019,1.2e-05,0.012,1.5e-05,0.014,2.4e-05,0.011,0.00016,0.087
4400,3.4e-05,0.023,1e-05,0.015,5.7e-06,0.0088,1.9e-05,0.028,2.5e-05,0.022,1.6e-05,0.021,1.1e-05,0.018,1.7e-05,0.021,2.6e-05,0.02,9.9e-06,0.011,3e-05,0.022,8.3e-06,0.014,1.3e-05,0.021,2.6e-05,0.022,5.5e-05,0.025,1.4e-05,0.018,8.1e-06,0.021,8.2e-06,0.0069,3.8e-06,0.015,0.00021,0.059,9.2e-05,0.023,8.8e-06,0.014,4.6e-06,0.0096,1.9e-05,0.015,7.1e-05,0.029,2.3e-05,0.018,4.6e-06,0.012,9.4e-06,0.0089,1e-05,0.011,0.00019,0.083
4500,1.7e-05,0.027,7.5e-06,0.011,1.3e-05,0.012,3.1e-05,0.022,2.6e-05,0.018,1.4e-05,0.0094,1.7e-05,0.02,1.1e-05,0.022,1.6e-05,0.015,1.3e-05,0.015,3.3e-05,0.028,1.4e-05,0.014,6.9e-06,0.015,2.6e-05,0.036,0.00011,0.036,7.9e-06,0.0092,4.5e-06,0.014,2.8e-05,0.027,1.5e-05,0.02,9.6e-05,0.049,5.7e-05,0.02,9.9e-06,0.014,5.3e-06,0.019,2.2e-05,0.012,8.4e-05,0.03,9.8e-06,0.012,7.9e-06,0.012,8.9e-06,0.0074,1.5e-05,0.0076,0.00012,0.068
4600,2.2e-05,0.017,6e-06,0.0074,8.4e-06,0.01,2.7e-05,0.023,2.3e-05,0.02,8e-06,0.014,1.6e-05,0.015,1.9e-05,0.02,8.6e-06,0.013,8.5e-06,0.01,3.5e-05,0.019,5.7e-06,0.013,5e-06,0.012,2.4e-05,0.021,4.6e-05,0.035,9.2e-06,0.012,1.1e-05,0.014,5.7e-06,0.0079,5.7e-06,0.012,0.00011,0.041,3.5e-05,0.018,6.7e-06,0.017,6.4e-06,0.011,2.6e-05,0.013,4.8e-05,0.031,1.3e-05,0.022,6.1e-06,0.01,8.5e-06,0.0083,5.9e-06,0.0096,0.00011,0.046
4700,1.1e-05,0.018,8.4e-06,0.012,1.1e-05,0.013,1.6e-05,0.021,1.7e-05,0.018,1.3e-05,0.015,1.9e-05,0.018,1.6e-05,0.019,2.4e-05,0.018,5.9e-06,0.01,3.9e-05,0.019,6.5e-06,0.011,5.4e-06,0.014,1.2e-05,0.012,5.1e-05,0.03,8.9e-06,0.019,4.3e-06,0.012,8.3e-06,0.011,2.5e-06,0.011,7.8e-05,0.042,3.3e-05,0.015,1e-05,0.013,6.4e-06,0.01,1.7e-05,0.029,5.7e-05,0.03,6.4e-06,0.012,4.8e-06,0.011,9.4e-06,0.012,5.6e-06,0.013,0.00014,0.041
4800,2.6e-05,0.017,1.2e-05,0.01,4.8e-06,0.012,2e-05,0.016,1.3e-05,0.018,1.1e-05,0.013,1.6e-05,0.011,1.1e-05,0.025,2.2e-05,0.014,8.9e-06,0.013,3.4e-05,0.023,3.8e-06,0.011,2.8e-06,0.013,1.4e-05,0.014,3e-05,0.03,1.3e-05,0.022,6.7e-06,0.009,7.5e-06,0.014,2.6e-06,0.0064,8.2e-05,0.042,3e-05,0.024,6e-06,0.013,5.2e-06,0.01,2.8e-05,0.031,3.5e-05,0.026,5.8e-06,0.0063,1e-05,0.014,1e-05,0.015,2.3e-05,0.024,9e-05,0.034
4900,1.3e-05,0.019,5.8e-06,0.015,7.8e-06,0.015,1.1e-05,0.026,1.6e-05,0.019,6.9e-06,0.01,1.5e-05,0.013,9.5e-06,0.018,1.3e-05,0.012,1.3e-05,0.012,5.6e-05,0.018,1.3e-05,0.02,4.3e-06,0.0097,1.8e-05,0.029,4.2e-05,0.031,6.5e-06,0.016,4.7e-06,0.015,5.1e-06,0.013,2.4e-06,0.0077,6.7e-05,0.036,2.9e-05,0.014,6.2e-06,0.011,1.8e-05,0.017,1e-05,0.0093,6.7e-05,0.032,6.2e-06,0.01,6.1e-06,0.012,1.1e-05,0.015,4.7e-06,0.011,0.00011,0.028
5000,1.4e-05,0.015,7.9e-06,0.0096,4.8e-06,0.013,1.7e-05,0.024,2.2e-05,0.019,9.8e-06,0.012,1.3e-05,0.018,1.4e-05,0.019,1.5e-05,0.024,6.3e-06,0.01,3.4e-05,0.017,2.5e-06,0.012,2.4e-05,0.013,6.6e-06,0.02,2.7e-05,0.028,1.1e-05,0.019,5.1e-06,0.012,1.4e-05,0.017,2.4e-06,0.0096,8e-05,0.034,4e-05,0.017,1.2e-05,0.0079,4.3e-06,0.016,1.1e-05,0.024,4.2e-05,0.028,7e-06,0.01,2e-05,0.021,6e-06,0.018,3.2e-05,0.028,6.7e-05,0.029
5100,1.9e-05,0.022,1.2e-05,0.0071,4.5e-06,0.0084,2e-05,0.016,1.8e-05,0.017,6.2e-06,0.011,1e-05,0.014,9.8e-06,0.019,6.9e-06,0.014,6.3e-06,0.012,2.2e-05,0.015,8.5e-06,0.011,3.9e-06,0.0092,2.1e-05,0.037,3e-05,0.021,5.5e-06,0.015,2.9e-06,0.0094,3.8e-05,0.031,8.2e-06,0.0096,6.6e-05,0.026,2.3e-05,0.015,7.1e-06,0.0076,6.5e-06,0.0087,1.8e-05,0.013,5e-05,0.023,1.1e-05,0.015,4.2e-06,0.013,1.9e-05,0.0086,3e-06,0.0094,6e-05,0.028
5200,1e-05,0.016,4.3e-06,0.011,1e-05,0.012,9.2e-06,0.018,1.2e-05,0.019,1.1e-05,0.014,6.7e-06,0.012,1.1e-05,0.015,1.3e-05,0.011,6.6e-06,0.0079,2.7e-05,0.028,3.7e-06,0.0086,3.2e-06,0.013,1.1e-05,0.0076,2.2e-05,0.016,7.8e-06,0.011,8.3e-06,0.012,7.3e-06,0.021,3.9e-06,0.01,6.8e-05,0.027,2.8e-05,0.011,7.7e-06,0.012,7.2e-06,0.015,1.3e-05,0.032,6.1e-05,0.031,7.3e-06,0.0052,3.3e-06,0.0096,8.3e-06,0.022,9.9e-06,0.011,5e-05,0.024
5300,1.5e-05,0.016,9.7e-06,0.011,6.6e-06,0.019,1.2e-05,0.015,1.4e-05,0.023,6.4e-06,0.011,1.1e-05,0.014,1.2e-05,0.015,1.5e-05,0.012,5.5e-06,0.0077,2e-05,0.013,6.5e-06,0.0067,8.8e-06,0.012,1.2e-05,0.012,4.1e-05,0.019,8e-06,0.018,4.4e-06,0.013,1.1e-05,0.011,3.5e-06,0.014,2.4e-05,0.025,2e-05,0.013,2.9e-06,0.012,1.9e-05,0.021,1.6e-05,0.013,5.6e-05,0.047,6.6e-06,0.0097,3.7e-06,0.017,8.5e-06,0.017,2.6e-06,0.006,3.9e-05,0.028
5400,8.6e-06,0.016,4.8e-06,0.02,3.8e-06,0.0088,1.1e-05,0.015,1.9e-05,0.023,5.2e-06,0.011,8.2e-06,0.015,1.3e-05,0.016,1.3e-05,0.019,4.6e-06,0.013,1.3e-05,0.014,2.5e-06,0.011,6.5e-06,0.013,7e-06,0.014,3.3e-05,0.027,5.5e-06,0.014,9.1e-06,0.014,9.2e-06,0.016,9e-06,0.02,5.1e-05,0.022,1.6e-05,0.019,4e-06,0.016,4.9e-06,0.012,1.1e-05,0.0093,3.7e-05,0.035,1.2e-05,0.015,3.7e-06,0.0086,6.9e-06,0.019,2e-06,0.0079,4.8e-05,0.027
5500,1.3e-05,0.019,9.1e-06,0.0074,1.1e-05,0.013,9.3e-06,0.018,7.8e-06,0.018,5e-06,0.01,1.1e-05,0.013,8.3e-06,0.02,7.5e-06,0.013,4.9e-06,0.0099,1.6e-05,0.015,2.3e-06,0.012,7.5e-06,0.018,1.9e-05,0.038,2.7e-05,0.019,6.7e-06,0.011,7.4e-06,0.017,5.8e-06,0.013,2.4e-06,0.01,4.9e-05,0.022,1.5e-05,0.019,5.7e-06,0.008,1.6e-05,0.01,6.1e-06,0.012,2.3e-05,0.017,5.9e-06,0.011,5.9e-06,0.011,2.7e-05,0.014,6.7e-06,0.012,3.6e-05,0.03
5600,7.7e-06,0.013,5.4e-06,0.0072,1.1e-05,0.0097,9.7e-06,0.014,6.1e-06,0.015,6.9e-06,0.013,1.1e-05,0.015,8.8e-06,0.012,1.4e-05,0.02,4.7e-06,0.0088,2.7e-05,0.016,3.3e-06,0.0071,3.8e-06,0.011,1.4e-05,0.018,2.3e-05,0.022,5.1e-06,0.012,9.8e-06,0.017,7.3e-06,0.015,7.9e-06,0.016,3.2e-05,0.033,1.4e-05,0.012,4.2e-06,0.008,1.6e-05,0.011,8.4e-06,0.015,1.3e-05,0.035,4e-06,0.014,1.8e-05,0.014,1.3e-05,0.008,1.4e-05,0.013,5e-05,0.025
5700,1.2e-05,0.013,3.3e-06,0.011,6.8e-06,0.01,1.4e-05,0.013,1.1e-05,0.016,6.4e-06,0.012,7.9e-06,0.012,7.9e-06,0.015,8.8e-06,0.02,5.2e-06,0.012,2e-05,0.014,3.2e-06,0.0063,3.5e-06,0.013,1.2e-05,0.014,2.1e-05,0.018,5e-06,0.017,6.2e-06,0.011,7.9e-06,0.02,1.4e-06,0.0057,4.8e-05,0.028,1.3e-05,0.017,2.9e-06,0.011,2.4e-06,0.0058,9.4e-06,0.012,2.5e-05,0.018,4.1e-06,0.0098,1e-05,0.02,1.2e-05,0.0074,5e-06,0.0084,2.8e-05,0.034
5800,1.6e-05,0.016,6.6e-06,0.012,5.5e-06,0.0065,8.7e-06,0.024,7.9e-06,0.012,6.7e-06,0.0078,1.1e-05,0.016,1.2e-05,0.013,9.6e-06,0.01,5.5e-06,0.0085,1.5e-05,0.013,5.3e-06,0.034,4.2e-06,0.012,4.2e-05,0.045,3.2e-05,0.026,5.2e-06,0.0084,3.7e-06,0.012,4.6e-06,0.01,1.8e-06,0.005,4.8e-05,0.022,1.5e-05,0.02,3.8e-06,0.0079,6.2e-06,0.012,1.7e-05,0.011,3.2e-05,0.03,6.4e-06,0.017,3.5e-06,0.0072,7.7e-06,0.023,2.9e-06,0.0094,3.7e-05,0.022
5900,6.4e-06,0.011,3.5e-06,0.0059,1.1e-05,0.0077,1.2e-05,0.017,1.6e-05,0.023,1.3e-05,0.0084,7e-06,0.0098,1.2e-05,0.015,1.2e-05,0.012,4.8e-06,0.0094,8.6e-06,0.015,8.8e-06,0.027,2.2e-06,0.0084,5.4e-06,0.013,2.2e-05,0.018,9.1e-06,0.0078,9.4e-06,0.017,9e-06,0.022,2.6e-06,0.013,5.3e-05,0.017,8.9e-06,0.012,5.7e-06,0.02,6e-06,0.0086,5.8e-06,0.01,2.2e-05,0.017,1.1e-05,0.031,1.3e-05,0.0071,1.4e-05,0.031,4.3e-05,0.011,4.2e-05,0.014
6000,1.1e-05,0.017,4.4e-06,0.013,1.1e-05,0.0098,1.1e-05,0.021,7.2e-06,0.012,5.8e-06,0.016,7e-06,0.018,8.9e-06,0.019,3.7e-06,0.015,1.3e-05,0.01,2.1e-05,0.011,5.9e-06,0.015,4e-06,0.016,3.5e-05,0.033,2.8e-05,0.025,4.7e-06,0.01,1.7e-06,0.012,5e-06,0.013,9.3e-07,0.0054,3e-05,0.03,1.1e-05,0.015,1.9e-05,0.031,1e-05,0.015,2.7e-05,0.02,1.9e-05,0.025,5e-06,0.011,4.4e-06,0.0069,5.4e-06,0.0083,2.2e-06,0.0077,2e-05,0.017
6100,7.6e-06,0.017,3.6e-06,0.01,6.1e-06,0.013,2e-05,0.019,5e-06,0.019,4.3e-06,0.011,7.1e-06,0.015,6.7e-06,0.01,1.2e-05,0.013,5e-06,0.012,1.1e-05,0.0082,3e-06,0.01,2e-06,0.0084,3.1e-05,0.02,3.3e-05,0.034,3e-06,0.016,9.5e-06,0.01,9.6e-06,0.02,3.7e-06,0.02,2.7e-05,0.033,3.1e-05,0.027,3.1e-05,0.018,4.3e-06,0.013,1.7e-05,0.015,1.7e-05,0.027,1e-05,0.02,7.7e-06,0.009,6.1e-06,0.0065,6.3e-06,0.013,4e-05,0.024
6200,6.9e-06,0.0086,2.8e-06,0.0043,1.4e-05,0.01,1.1e-05,0.015,9.1e-06,0.014,6.7e-06,0.0062,7.7e-06,0.014,2.1e-05,0.014,9.3e-06,0.014,2.5e-06,0.0072,8.5e-06,0.012,7.1e-06,0.018,2.1e-06,0.012,1.5e-05,0.027,1.9e-05,0.016,7.6e-06,0.015,2.9e-06,0.0076,4.1e-06,0.011,3.4e-06,0.013,4.3e-05,0.02,1.6e-05,0.01,4.2e-06,0.0059,4.3e-06,0.0064,2.6e-05,0.049,1.6e-05,0.016,7e-06,0.0067,8.7e-06,0.0065,7.3e-06,0.0075,2.5e-06,0.0081,4.6e-05,0.024
6300,9.6e-06,0.01,4.4e-06,0.0075,7.1e-06,0.009,1e-05,0.01,1.4e-05,0.018,3.8e-06,0.0091,6.1e-06,0.015,9.4e-06,0.014,5.2e-06,0.0094,3.6e-06,0.0094,1.9e-05,0.0094,4.7e-06,0.0092,1.7e-06,0.0073,4.4e-06,0.013,1.3e-05,0.02,1e-05,0.016,4e-06,0.0084,4e-06,0.0082,2.5e-06,0.008,2.5e-05,0.021,1.1e-05,0.0071,5.6e-06,0.007,1.5e-05,0.024,6.8e-06,0.01,5.5e-05,0.02,5.1e-06,0.0087,1.5e-05,0.025,6.3e-06,0.0081,2.5e-06,0.0064,5.2e-05,0.034
6400,1.3e-05,0.013,3.4e-06,0.006,4.3e-06,0.009,1.3e-05,0.013,9.9e-06,0.018,4.9e-06,0.011,6.8e-06,0.0084,8.7e-06,0.013,9.7e-06,0.015,3.2e-06,0.0092,1.4e-05,0.017,4.9e-06,0.028,2.1e-06,0.0095,8.3e-06,0.01,1.2e-05,0.014,4.6e-06,0.013,6.1e-06,0.015,3.3e-05,0.039,3.1e-06,0.0075,3.8e-05,0.021,1.6e-05,0.022,8e-06,0.019,3.5e-06,0.0093,6.9e-06,0.013,1.6e-05,0.024,1.7e-05,0.023,6.9e-06,0.0095,4.5e-06,0.0084,2.9e-06,0.0053,4e-05,0.025
6500,1e-05,0.018,2.2e-06,0.0074,6.5e-06,0.0095,7.9e-06,0.013,7.6e-06,0.016,5.3e-06,0.01,1.1e-05,0.016,1e-05,0.011,6.2e-06,0.014,4.3e-06,0.011,1.7e-05,0.0081,4.6e-06,0.0061,3.5e-06,0.011,9e-06,0.016,1.4e-05,0.019,4.5e-06,0.0061,1.7e-05,0.013,7.5e-06,0.013,1.9e-06,0.0064,3e-05,0.026,1.2e-05,0.011,3.7e-06,0.0093,4.4e-06,0.0083,8.5e-06,0.023,2.4e-05,0.039,1e-05,0.018,4.8e-06,0.018,1.1e-05,0.011,2.8e-06,0.0089,9.3e-05,0.034
6600,8.1e-06,0.012,3.7e-06,0.0073,7e-06,0.013,7e-06,0.0097,9.5e-06,0.014,4.8e-06,0.0063,6.4e-06,0.0085,1.2e-05,0.017,5.1e-06,0.0099,3.9e-06,0.0088,1.1e-05,0.01,4e-06,0.014,2e-06,0.009,1.4e-05,0.031,8.5e-06,0.03,5.7e-06,0.014,2.7e-06,0.0071,4.4e-06,0.0077,1.8e-06,0.0032,2.4e-05,0.028,1.8e-05,0.011,5e-06,0.011,7.4e-06,0.0077,1.2e-05,0.014,3.8e-05,0.024,4.3e-06,0.011,7e-06,0.018,7.5e-06,0.015,2.5e-06,0.0074,2.9e-05,0.031
6700,5.7e-06,0.0099,3.7e-06,0.0067,5.4e-06,0.012,1.1e-05,0.014,8.7e-06,0.011,3.9e-06,0.009,1.3e-05,0.0084,1e-05,0.01,7.7e-06,0.017,3.2e-06,0.0054,6.7e-06,0.02,2.3e-06,0.009,2.3e-06,0.0095,6.1e-06,0.014,8.2e-06,0.016,3.5e-06,0.0092,8.2e-06,0.018,2.9e-06,0.01,1.4e-06,0.0076,2.6e-05,0.013,5.7e-06,0.0077,4.6e-06,0.021,5.2e-06,0.0085,8.5e-06,0.017,1.8e-05,0.037,5e-06,0.01,1.8e-05,0.02,0.00012,0.056,1e-05,0.011,3.7e-05,0.017
6800,7.3e-06,0.011,2.1e-06,0.0065,7.2e-06,0.015,8.3e-06,0.0086,1.2e-05,0.016,6.3e-06,0.0098,6.8e-06,0.017,8.1e-06,0.012,7.6e-06,0.011,4.9e-06,0.011,8.8e-06,0.015,5.4e-06,0.013,5.1e-06,0.017,3.9e-06,0.01,2.9e-05,0.022,4.5e-06,0.01,2.3e-06,0.01,5.1e-06,0.015,2.1e-06,0.0098,1.6e-05,0.017,7.6e-06,0.0074,3.2e-06,0.0092,3.3e-05,0.023,4.5e-06,0.015,1.6e-05,0.018,8.1e-06,0.013,1.7e-05,0.037,4.3e-06,0.011,4.6e-05,0.026,4.6e-05,0.019
6900,8.7e-06,0.013,2.6e-06,0.0072,1e-05,0.011,6e-06,0.011,8.4e-06,0.011,2.9e-06,0.0062,3.6e-06,0.01,7.4e-06,0.02,1.1e-05,0.011,4.5e-06,0.0069,9.2e-06,0.012,2.2e-06,0.0093,4e-06,0.024,1.6e-05,0.041,1.4e-05,0.021,1.4e-05,0.013,8.3e-06,0.0073,3.1e-06,0.0064,1.9e-06,0.0098,2.7e-05,0.013,1.2e-05,0.023,3.8e-06,0.0064,3.2e-06,0.0078,1.4e-05,0.029,9e-06,0.014,4.5e-06,0.0075,1.2e-05,0.012,9.2e-06,0.014,1.6e-06,0.0045,3.8e-05,0.036
7000,1.2e-05,0.014,3e-06,0.0069,4.4e-06,0.011,7.1e-06,0.012,1.1e-05,0.015,8.2e-06,0.0074,6.5e-06,0.013,9e-06,0.0099,7.2e-06,0.016,2.6e-06,0.0077,8.3e-06,0.0099,3.1e-06,0.0099,3.6e-06,0.0078,4.7e-06,0.012,1.3e-05,0.026,3.8e-06,0.0076,2.4e-05,0.024,9.4e-06,0.014,4.5e-06,0.011,2.3e-05,0.024,7.9e-06,0.0088,8.7e-06,0.0093,5.4e-06,0.019,8.1e-06,0.012,1.6e-05,0.02,3.9e-06,0.0095,6.5e-06,0.013,9e-06,0.015,1.3e-06,0.0061,2.6e-05,0.015
7100,5.1e-06,0.0094,2e-06,0.009,3.3e-06,0.014,9.8e-06,0.0087,7.2e-06,0.013,3.3e-06,0.0091,6.1e-06,0.014,8.3e-06,0.017,3.5e-06,0.013,4.4e-06,0.011,8e-06,0.012,4.1e-06,0.02,4.6e-06,0.014,1.2e-05,0.022,1.4e-05,0.018,5.8e-06,0.0054,2.8e-06,0.0078,8.3e-06,0.032,1.8e-06,0.0073,2.5e-05,0.013,9.6e-06,0.014,2.2e-06,0.0051,2.1e-06,0.01,1.2e-05,0.013,1e-05,0.012,5.5e-06,0.0065,3.4e-06,0.0076,6e-06,0.0078,1.4e-06,0.0051,4.7e-05,0.035
7200,5.7e-06,0.024,5.1e-06,0.012,3.4e-06,0.0075,8.1e-06,0.018,8.4e-06,0.013,5.4e-06,0.014,4.6e-06,0.0084,1.3e-05,0.02,5.2e-06,0.011,7.2e-06,0.0073,1.1e-05,0.01,6e-06,0.021,4.2e-06,0.0097,9.5e-06,0.016,1.8e-05,0.03,1.3e-05,0.018,1.9e-06,0.0067,3.8e-06,0.0097,3.5e-06,0.016,9.6e-06,0.012,6.6e-06,0.017,6e-06,0.01,2.5e-05,0.017,1.1e-05,0.014,9.9e-06,0.012,2.2e-05,0.047,6.1e-06,0.011,2.9e-05,0.027,3.7e-06,0.0043,2.9e-05,0.027
7300,9.4e-06,0.014,2.2e-06,0.0072,7.4e-06,0.012,4.4e-06,0.0065,9.6e-06,0.013,6.3e-06,0.012,5.9e-06,0.012,5.5e-06,0.011,4.6e-06,0.01,3.5e-06,0.007,1.8e-05,0.024,7.2e-06,0.029,2.4e-06,0.0057,8e-06,0.012,1.4e-05,0.018,5.6e-06,0.041,5.1e-06,0.014,3.8e-06,0.012,2.5e-06,0.012,2.6e-05,0.029,5.8e-06,0.018,2.6e-06,0.0075,3.5e-06,0.0046,3.3e-05,0.034,9e-06,0.015,9.8e-06,0.016,6.2e-06,0.0088,5e-06,0.012,1.3e-06,0.0056,2.3e-05,0.02
7400,6e-06,0.011,2e-06,0.0078,7.8e-06,0.014,1.1e-05,0.007,7e-06,0.013,3.7e-06,0.0071,4.8e-06,0.0084,6e-06,0.017,3.4e-06,0.0096,3.8e-06,0.006,8.7e-06,0.013,5e-06,0.014,2.8e-06,0.014,5e-06,0.0099,1e-05,0.022,3.2e-06,0.0064,5.4e-06,0.014,6.3e-06,0.018,1.7e-06,0.0084,2.8e-05,0.017,7.7e-06,0.01,3e-06,0.0093,3e-06,0.016,1.5e-05,0.017,2.2e-05,0.013,6.8e-06,0.0072,4.6e-06,0.0067,5e-06,0.0095,3e-06,0.008,2.3e-05,0.013
7500,5.9e-06,0.013,4.1e-06,0.012,4e-06,0.0084,6.3e-06,0.0092,6.6e-06,0.014,3e-06,0.014,3.2e-06,0.0082,2.4e-05,0.023,3.2e-06,0.011,2.8e-06,0.0077,6.5e-06,0.024,2.3e-06,0.0091,1.1e-06,0.0076,6.5e-06,0.014,1.6e-05,0.015,3e-06,0.0053,2.7e-06,0.0071,4.4e-06,0.007,3.3e-05,0.023,2.9e-05,0.015,5.6e-06,0.0084,4.2e-06,0.014,4.3e-06,0.012,8.4e-06,0.01,7.1e-06,0.014,2.7e-06,0.0058,2.5e-06,0.0078,2e-05,0.014,2e-06,0.01,2.4e-05,0.033
7600,6.4e-06,0.01,3.4e-06,0.0068,6.1e-06,0.0078,6.9e-06,0.0076,6e-06,0.0096,6e-06,0.011,5.6e-06,0.0081,7.8e-06,0.012,9.2e-06,0.012,2.9e-06,0.0068,7.7e-06,0.0081,2.3e-06,0.011,1.7e-06,0.0031,4.2e-06,0.0099,1.2e-05,0.013,3.8e-06,0.015,6.8e-06,0.018,1.4e-05,0.014,1.2e-06,0.0022,1.6e-05,0.021,5.1e-06,0.012,2.7e-05,0.04,1.7e-06,0.0062,5.9e-06,0.011,1.2e-05,0.041,2.9e-06,0.0096,6.2e-06,0.007,7.9e-06,0.028,7.4e-06,0.028,2.2e-05,0.016
7700,4.5e-06,0.015,3.1e-06,0.0068,2.7e-06,0.0066,6.5e-06,0.011,1e-05,0.015,3.6e-06,0.0085,6.1e-06,0.01,9.9e-06,0.015,4.7e-06,0.0074,2.3e-06,0.0088,6.5e-06,0.0085,1.6e-06,0.0075,2.2e-06,0.0059,1.2e-05,0.018,1.2e-05,0.016,6.5e-06,0.023,1.3e-05,0.021,5.2e-06,0.019,1.9e-06,0.0067,1.1e-05,0.025,5.6e-06,0.014,1.4e-05,0.017,2.3e-05,0.013,1e-05,0.012,7.4e-06,0.018,2.6e-06,0.013,1.4e-05,0.017,3.9e-06,0.011,4.3e-06,0.0084,4e-05,0.018
