iteration,DV__seed2__loss,DV__seed2__rel_l2_error,DV__seed3__loss,DV__seed3__rel_l2_error,DV__seed20__loss,DV__seed20__rel_l2_error,DV__seed42__loss,DV__seed42__rel_l2_error,DV__seed88__loss,DV__seed88__rel_l2_error,DV__seed123__loss,DV__seed123__rel_l2_error,DV__seed456__loss,DV__seed456__rel_l2_error,DV__seed487__loss,DV__seed487__rel_l2_error,DV__seed578__loss,DV__seed578__rel_l2_error,DV__seed965__loss,DV__seed965__rel_l2_error,PINN__seed2__loss,PINN__seed2__rel_l2_error,PINN__seed3__loss,PINN__seed3__rel_l2_error,PINN__seed20__loss,PINN__seed20__rel_l2_error,PINN__seed42__loss,PINN__seed42__rel_l2_error,PINN__seed88__loss,PINN__seed88__rel_l2_error,PINN__seed123__loss,PINN__seed123__rel_l2_error,PINN__seed456__loss,PINN__seed456__rel_l2_error,PINN__seed487__loss,PINN__seed487__rel_l2_error,PINN__seed578__loss,PINN__seed578__rel_l2_error,PINN__seed965__loss,PINN__seed965__rel_l2_error,pinn-rar-s__seed2__loss,pinn-rar-s__seed2__rel_l2_error,pinn-rar-s__seed3__loss,pinn-rar-s__seed3__rel_l2_error,pinn-rar-s__seed20__loss,pinn-rar-s__seed20__rel_l2_error,pinn-rar-s__seed42__loss,pinn-rar-s__seed42__rel_l2_error,pinn-rar-s__seed88__loss,pinn-rar-s__seed88__rel_l2_error,pinn-rar-s__seed123__loss,pinn-rar-s__seed123__rel_l2_error,pinn-rar-s__seed456__loss,pinn-rar-s__seed456__rel_l2_error,pinn-rar-s__seed487__loss,pinn-rar-s__seed487__rel_l2_error,pinn-rar-s__seed578__loss,pinn-rar-s__seed578__rel_l2_error,pinn-rar-s__seed965__loss,pinn-rar-s__seed965__rel_l2_error
3800,7.2e-05,0.0042,2.9e-05,0.0028,4.6e-05,0.0043,0.00012,0.0083,4.2e-05,0.0041,3.9e-05,0.0045,5.1e-05,0.0064,5.7e-05,0.01,9.7e-05,0.0053,8.3e-05,0.0057,9e-05,0.0096,0.00021,0.046,6.2e-05,0.006,0.00023,0.012,0.00044,0.015,5.4e-05,0.013,4.9e-05,0.0063,0.00016,0.018,5.8e-05,0.0071,9.1e-05,0.0085,0.00022,0.01,0.00018,0.015,0.00012,0.01,0.00026,0.013,9.7e-05,0.032,0.0001,0.022,3.4e-05,0.009,9.2e-05,0.033,9.8e-05,0.02,0.0001,0.014
3900,2.7e-05,0.0049,4.9e-05,0.0048,7.1e-05,0.0076,0.00016,0.0055,8.7e-05,0.0046,5.8e-05,0.0083,3.9e-05,0.0045,5.7e-05,0.0051,5.3e-05,0.0061,0.00011,0.0032,0.00011,0.011,0.00049,0.057,0.00011,0.013,0.00021,0.013,0.00029,0.01,8.6e-05,0.014,6.7e-05,0.006,0.00021,0.021,3.2e-05,0.017,0.00017,0.017,0.00013,0.013,0.00024,0.019,9.2e-05,0.0083,0.00027,0.026,0.00025,0.018,0.00012,0.022,7.5e-05,0.0081,0.00012,0.011,0.0001,0.012,0.00012,0.016
4000,4.8e-05,0.0042,5.3e-05,0.0065,4.1e-05,0.0045,4.8e-05,0.0059,5.9e-05,0.0066,7.7e-05,0.0064,7.9e-05,0.0048,9.8e-05,0.0051,5.9e-05,0.0038,9.7e-05,0.0027,0.00012,0.0063,0.00029,0.095,6e-05,0.011,0.00014,0.022,0.00019,0.018,8.8e-05,0.021,5.7e-05,0.0061,0.00012,0.041,5.3e-05,0.01,9.3e-05,0.011,0.00015,0.012,0.00028,0.014,6.5e-05,0.0067,0.00011,0.01,0.00017,0.013,0.00015,0.029,4.8e-05,0.0084,0.00013,0.011,7.4e-05,0.0075,0.00012,0.02
4100,5.4e-05,0.0045,4.8e-05,0.0042,6.1e-05,0.0032,0.00011,0.012,4.5e-05,0.005,6.8e-05,0.0062,6.9e-05,0.0043,5.2e-05,0.0074,8.3e-05,0.0046,5e-05,0.0045,0.00014,0.016,0.00018,0.014,4.7e-05,0.011,0.00018,0.015,0.00022,0.011,7.4e-05,0.011,3.1e-05,0.014,0.00013,0.0078,9.6e-05,0.01,5.8e-05,0.016,0.00014,0.0079,0.00038,0.012,8e-05,0.016,0.00082,0.18,0.00033,0.015,0.00024,0.028,6.1e-05,0.011,0.00017,0.016,0.00017,0.0058,8.1e-05,0.013
4200,2.7e-05,0.0032,4.3e-05,0.0042,4.5e-05,0.01,0.00011,0.0096,2.8e-05,0.0068,4.7e-05,0.005,4.4e-05,0.0064,0.00011,0.0063,8.5e-05,0.003,6.6e-05,0.0032,0.00018,0.012,0.00025,0.015,6.6e-05,0.0049,0.00022,0.013,0.00011,0.017,7.2e-05,0.014,6.1e-05,0.016,0.00015,0.0095,4.4e-05,0.0062,0.0001,0.0043,0.00014,0.0061,0.00021,0.013,0.00017,0.018,0.00055,0.06,0.00027,0.02,0.00011,0.011,6.9e-05,0.0047,0.00022,0.023,0.00015,0.034,0.00012,0.016
4300,4.4e-05,0.0065,4.4e-05,0.0042,5.9e-05,0.0062,0.00013,0.006,4.5e-05,0.006,2.8e-05,0.0064,6.1e-05,0.0077,7.1e-05,0.0058,9.6e-05,0.0064,0.0001,0.0053,0.0001,0.011,0.00034,0.011,4.1e-05,0.0064,0.00018,0.049,0.00027,0.0098,0.00011,0.0064,4.6e-05,0.012,0.00017,0.019,7.9e-05,0.0073,0.00016,0.011,0.00014,0.015,0.00029,0.013,8e-05,0.0064,0.00018,0.028,0.00039,0.023,9.3e-05,0.019,0.00016,0.017,0.00013,0.012,9.3e-05,0.016,0.00012,0.01
4400,4.1e-05,0.0046,5e-05,0.0042,3.8e-05,0.0073,8.1e-05,0.0052,8.1e-05,0.005,0.0001,0.0049,5.1e-05,0.0064,4.8e-05,0.0049,8.3e-05,0.0065,8.1e-05,0.0078,0.00011,0.0051,0.00024,0.014,0.0001,0.015,0.00012,0.0073,0.00041,0.023,0.00012,0.011,3.3e-05,0.0056,0.0001,0.019,6.4e-05,0.016,0.00011,0.0098,0.00011,0.014,0.00027,0.01,9.6e-05,0.0094,0.0001,0.018,0.00023,0.048,0.00017,0.025,4.6e-05,0.021,0.00015,0.015,9.2e-05,0.028,9.6e-05,0.0084
4500,2.8e-05,0.0038,5.4e-05,0.0076,5.6e-05,0.0049,0.00012,0.01,4.4e-05,0.0061,6e-05,0.0073,4.2e-05,0.0058,5.7e-05,0.0051,5.9e-05,0.004,8.9e-05,0.0056,0.0001,0.015,0.00019,0.02,7.7e-05,0.0082,0.00017,0.014,0.00026,0.012,7.8e-05,0.0084,4.9e-05,0.013,0.00011,0.012,7.4e-05,0.014,8e-05,0.0056,0.00012,0.0087,0.00023,0.027,7.8e-05,0.007,0.00018,0.029,0.00023,0.018,0.0001,0.012,6.5e-05,0.0095,0.00013,0.017,5.9e-05,0.026,9.4e-05,0.013
4600,3.8e-05,0.0052,5.1e-05,0.0046,5e-05,0.0037,9.4e-05,0.0058,3e-05,0.0043,5.4e-05,0.0091,3.3e-05,0.0095,6.5e-05,0.0052,7.3e-05,0.0037,7.6e-05,0.0088,8.2e-05,0.0056,0.00016,0.0068,6.6e-05,0.0064,0.00015,0.013,0.00035,0.02,5.5e-05,0.012,4.3e-05,0.0076,0.00012,0.008,6.1e-05,0.02,8e-05,0.022,0.00013,0.012,0.0003,0.0082,8.6e-05,0.0094,0.00057,0.053,0.00022,0.013,0.00013,0.0097,3.9e-05,0.039,0.00019,0.027,7.3e-05,0.017,6.6e-05,0.0065
4700,5.7e-05,0.0062,3.8e-05,0.0048,5.1e-05,0.0033,5.9e-05,0.0045,5.6e-05,0.0073,9.9e-05,0.011,8.4e-05,0.0034,2.9e-05,0.0081,5e-05,0.007,0.00011,0.0074,0.00011,0.0049,0.00013,0.013,4.4e-05,0.0073,0.0003,0.01,0.00023,0.011,4e-05,0.01,4.9e-05,0.0044,0.00011,0.011,6.6e-05,0.016,4.1e-05,0.0057,0.00015,0.013,0.00021,0.013,7e-05,0.0063,0.00011,0.013,0.00031,0.013,3.6e-05,0.0091,4.7e-05,0.011,0.00012,0.014,0.0001,0.01,0.00012,0.0074
4800,4.2e-05,0.0045,2.9e-05,0.0047,2.4e-05,0.0047,0.00012,0.0044,4.6e-05,0.0056,7.5e-05,0.0081,2.8e-05,0.008,3e-05,0.0077,4.4e-05,0.0046,6.2e-05,0.0032,0.0001,0.0062,0.00024,0.007,2.6e-05,0.011,0.00025,0.018,0.0002,0.014,6.1e-05,0.015,4.4e-05,0.01,9e-05,0.0086,5.7e-05,0.0054,8.1e-05,0.016,9.7e-05,0.0074,0.00026,0.011,5.9e-05,0.0054,0.00013,0.0094,0.00034,0.0083,9.3e-05,0.0066,4.5e-05,0.018,0.00012,0.027,0.00012,0.011,9.5e-05,0.016
4900,2.6e-05,0.0029,2.6e-05,0.0021,4e-05,0.0064,0.00012,0.008,4.9e-05,0.0055,6.2e-05,0.0041,4.5e-05,0.0067,7.6e-05,0.0065,6.3e-05,0.0081,6.2e-05,0.008,6.2e-05,0.013,0.0002,0.012,5.1e-05,0.014,0.00013,0.013,0.00021,0.015,5.3e-05,0.0096,4e-05,0.0045,0.00011,0.011,8.8e-05,0.011,5.4e-05,0.016,0.00017,0.01,0.00024,0.027,0.00017,0.015,0.00019,0.021,0.00023,0.009,7.9e-05,0.0056,4.5e-05,0.02,0.00019,0.021,9.6e-05,0.033,5.8e-05,0.011
5000,2.4e-05,0.0053,2e-05,0.0083,2.3e-05,0.0026,0.00014,0.009,7.3e-05,0.0055,5.4e-05,0.0067,6.2e-05,0.0047,5.3e-05,0.0043,8.9e-05,0.0042,6.9e-05,0.0082,5.6e-05,0.0086,0.00019,0.028,3.8e-05,0.019,0.00022,0.0062,0.00013,0.019,0.00011,0.046,3.1e-05,0.0094,9.8e-05,0.015,0.00034,0.18,4.6e-05,0.029,0.00012,0.0073,0.00016,0.007,0.00012,0.0055,0.0001,0.0066,0.00015,0.0099,8.9e-05,0.021,6.3e-05,0.012,0.00013,0.017,6.6e-05,0.0058,0.0001,0.028
5100,4.5e-05,0.0039,2e-05,0.0023,4.3e-05,0.0039,6.8e-05,0.0056,4e-05,0.0051,5.6e-05,0.0077,5.4e-05,0.0074,5.5e-05,0.0037,7.1e-05,0.0056,5.9e-05,0.011,7.6e-05,0.01,0.00015,0.0048,8e-05,0.021,8.3e-05,0.026,0.0003,0.032,4.4e-05,0.0076,3.9e-05,0.011,0.00016,0.022,5.9e-05,0.017,5.9e-05,0.015,9.2e-05,0.019,0.00026,0.014,6.6e-05,0.0082,0.00015,0.019,0.00025,0.0073,6.5e-05,0.011,4.7e-05,0.0073,0.00013,0.014,7.1e-05,0.013,7.3e-05,0.014
5200,3.4e-05,0.0042,2.4e-05,0.0034,3.5e-05,0.0054,6e-05,0.0053,3.9e-05,0.0059,4.7e-05,0.0054,4.3e-05,0.0068,4.4e-05,0.0056,4.3e-05,0.0045,5.9e-05,0.0033,7.4e-05,0.016,0.00016,0.014,2.8e-05,0.0059,0.00014,0.013,0.00016,0.018,5.6e-05,0.015,3.6e-05,0.0077,7.8e-05,0.011,9e-05,0.0063,5.4e-05,0.009,8.5e-05,0.0086,0.00016,0.0075,7.5e-05,0.0081,6.5e-05,0.009,0.00016,0.019,6.3e-05,0.01,4.3e-05,0.02,0.00012,0.011,6.1e-05,0.0059,5.9e-05,0.015
5300,2.6e-05,0.0056,3.4e-05,0.0027,3.9e-05,0.0027,9.8e-05,0.0048,4.8e-05,0.0054,4.8e-05,0.012,3.8e-05,0.0074,5.3e-05,0.0089,4e-05,0.0064,6.3e-05,0.0051,5.8e-05,0.011,6.4e-05,0.014,8.6e-05,0.008,0.00014,0.022,0.00025,0.007,7.8e-05,0.0061,4.1e-05,0.011,0.0001,0.0073,3.5e-05,0.0063,4.8e-05,0.0099,6.2e-05,0.011,0.00021,0.018,9.8e-05,0.016,0.00021,0.039,0.00016,0.01,8.5e-05,0.013,2.9e-05,0.0037,0.00013,0.018,7.2e-05,0.011,8.5e-05,0.0068
5400,1.8e-05,0.0049,3.3e-05,0.005,3.9e-05,0.0075,0.00015,0.0045,4.1e-05,0.0072,3.1e-05,0.0055,3.3e-05,0.0089,5.8e-05,0.0042,5e-05,0.0057,5.2e-05,0.0049,5.5e-05,0.0065,0.00012,0.0099,5.4e-05,0.0072,8.2e-05,0.012,0.00019,0.02,4.3e-05,0.02,2.2e-05,0.0056,7.7e-05,0.014,4.9e-05,0.0037,8e-05,0.018,0.00012,0.0062,0.00025,0.011,3.5e-05,0.011,0.00022,0.033,0.00024,0.01,0.00013,0.04,3.1e-05,0.013,0.0001,0.017,5.8e-05,0.0059,4.8e-05,0.025
5500,3.9e-05,0.0042,1.9e-05,0.0036,3.4e-05,0.0031,7.3e-05,0.0039,6.2e-05,0.0084,3.5e-05,0.0064,3.9e-05,0.013,3.5e-05,0.0043,3.1e-05,0.0046,6.6e-05,0.012,7.9e-05,0.0063,8.8e-05,0.014,3.4e-05,0.011,7.5e-05,0.012,0.00019,0.017,6.5e-05,0.011,2.4e-05,0.0085,0.00012,0.0069,4.5e-05,0.0054,4.8e-05,0.027,8.2e-05,0.011,0.00018,0.015,8.7e-05,0.011,0.00011,0.011,0.00028,0.0091,6.4e-05,0.0066,5.3e-05,0.012,9.3e-05,0.013,4.2e-05,0.011,7.5e-05,0.021
5600,3.4e-05,0.0092,1.7e-05,0.0058,3.5e-05,0.0036,7.5e-05,0.0073,3.6e-05,0.0046,6.5e-05,0.0049,4.2e-05,0.0043,3.3e-05,0.0039,5.9e-05,0.0089,6.7e-05,0.0084,7e-05,0.01,0.00015,0.0071,4.1e-05,0.011,0.0001,0.0075,0.00013,0.021,6.6e-05,0.0037,3.3e-05,0.0087,0.00012,0.015,8.1e-05,0.013,7.6e-05,0.022,8.8e-05,0.014,0.00013,0.014,0.00011,0.013,9.8e-05,0.0067,0.0002,0.0099,7.8e-05,0.0092,4.7e-05,0.022,0.0001,0.01,4.7e-05,0.006,4.7e-05,0.01
5700,3.9e-05,0.0073,2.7e-05,0.0039,2.8e-05,0.0069,0.00012,0.0096,3.9e-05,0.0062,5.2e-05,0.0084,1.9e-05,0.0041,3.2e-05,0.003,2.9e-05,0.0047,8.9e-05,0.012,8.7e-05,0.018,0.00018,0.011,6.5e-05,0.0081,0.00017,0.013,0.00023,0.023,2.3e-05,0.014,4.8e-05,0.01,8.8e-05,0.0077,4e-05,0.016,3.9e-05,0.0038,0.00011,0.011,0.00023,0.016,5.9e-05,0.0034,8.9e-05,0.0084,0.00011,0.013,7e-05,0.016,2.8e-05,0.0034,0.00014,0.024,6.5e-05,0.019,7.6e-05,0.0036
5800,6.3e-05,0.0045,2.8e-05,0.004,3.2e-05,0.0048,6.6e-05,0.0042,4.6e-05,0.008,5.4e-05,0.0051,2.6e-05,0.004,5.3e-05,0.0076,4.6e-05,0.0022,6.1e-05,0.0061,6.6e-05,0.0058,0.00015,0.013,6.5e-05,0.014,6.5e-05,0.011,0.00026,0.035,7.3e-05,0.0044,4.7e-05,0.015,6.7e-05,0.012,5.9e-05,0.0077,4.8e-05,0.0065,0.00011,0.0071,0.00017,0.011,8e-05,0.011,4.7e-05,0.0077,0.00014,0.014,0.0001,0.018,0.0001,0.004,0.00015,0.0079,3.7e-05,0.0061,4.8e-05,0.015
5900,1.9e-05,0.003,3.6e-05,0.0059,3.6e-05,0.0033,7.6e-05,0.0081,5.7e-05,0.0045,3.2e-05,0.0063,4e-05,0.0033,2.6e-05,0.0047,6.2e-05,0.0023,5.1e-05,0.0089,9.3e-05,0.0083,0.00011,0.0074,4e-05,0.016,9e-05,0.0082,0.00018,0.0074,6.1e-05,0.0096,4.5e-05,0.0038,0.00037,0.066,3.4e-05,0.0032,5.3e-05,0.0054,8e-05,0.022,0.00019,0.019,8.1e-05,0.024,0.00013,0.015,0.00026,0.0067,0.00013,0.0096,4.4e-05,0.016,0.00012,0.024,8.9e-05,0.012,0.00017,0.058
6000,2.8e-05,0.0079,2.1e-05,0.0049,3.1e-05,0.0052,0.00011,0.004,3.8e-05,0.0044,4.4e-05,0.0046,4.5e-05,0.005,1.5e-05,0.0039,6.9e-05,0.01,6.5e-05,0.0024,6.8e-05,0.017,9.8e-05,0.015,3.1e-05,0.0056,9.2e-05,0.009,5e-05,0.012,6.9e-05,0.015,3.4e-05,0.0072,0.0013,0.085,8.5e-05,0.019,4.2e-05,0.0033,7.2e-05,0.0084,0.00019,0.024,3.8e-05,0.016,0.00013,0.022,0.00027,0.019,0.00017,0.017,2.7e-05,0.0092,9.1e-05,0.0079,0.00015,0.034,8.5e-05,0.026
6100,1.9e-05,0.0025,2.5e-05,0.0085,3.4e-05,0.0021,9.1e-05,0.0056,5.3e-05,0.0048,3.6e-05,0.0076,4.1e-05,0.0058,1.4e-05,0.0042,1.5e-05,0.0033,5.7e-05,0.0088,5.3e-05,0.0051,0.00013,0.0097,2.7e-05,0.012,8.3e-05,0.024,0.00014,0.0079,7.6e-05,0.0072,3.2e-05,0.013,0.00025,0.02,6.9e-05,0.0032,4.1e-05,0.011,9.8e-05,0.0077,0.0002,0.023,6.9e-05,0.011,0.00024,0.0064,0.00014,0.016,5.4e-05,0.0081,6.9e-05,0.011,0.00015,0.013,5.7e-05,0.011,4.3e-05,0.0071
6200,3.1e-05,0.0045,2.2e-05,0.0049,3.4e-05,0.0057,6.3e-05,0.0068,2.7e-05,0.0035,2.8e-05,0.011,2.6e-05,0.0027,2.4e-05,0.0056,2.6e-05,0.003,6.2e-05,0.0044,6.2e-05,0.0081,0.00015,0.0082,4.8e-05,0.0048,0.00015,0.012,7.7e-05,0.0092,4.5e-05,0.01,2.3e-05,0.0099,0.00019,0.015,6.2e-05,0.0093,6.6e-05,0.014,0.00013,0.0035,0.00019,0.0076,6.2e-05,0.011,0.00015,0.019,0.00018,0.02,0.00014,0.024,3.7e-05,0.0081,0.00012,0.01,5.4e-05,0.0077,4.8e-05,0.0052
6300,2.5e-05,0.006,2.9e-05,0.008,6.2e-05,0.0055,9.6e-05,0.0076,5.2e-05,0.0072,6.6e-05,0.0063,2.3e-05,0.0076,5e-05,0.0029,3.7e-05,0.0058,3.8e-05,0.011,3.8e-05,0.012,0.00015,0.012,0.0001,0.0071,7.1e-05,0.034,0.00011,0.0063,8.1e-05,0.017,4.5e-05,0.016,9.1e-05,0.0065,3.8e-05,0.017,6.8e-05,0.0063,7.9e-05,0.014,0.00017,0.016,8.7e-05,0.016,0.00015,0.015,0.00017,0.017,7.7e-05,0.012,5e-05,0.0064,0.00011,0.025,4.9e-05,0.0037,7.8e-05,0.011
6400,1.9e-05,0.0063,4.9e-05,0.0052,3.2e-05,0.0021,0.00011,0.006,2.8e-05,0.0045,7.4e-05,0.0096,3.3e-05,0.0063,3.4e-05,0.0043,5.1e-05,0.005,4.3e-05,0.0065,3.5e-05,0.0055,6.6e-05,0.026,5.5e-05,0.018,6.3e-05,0.012,0.00018,0.016,8.4e-05,0.019,6.1e-05,0.012,0.00011,0.0091,3.7e-05,0.013,0.00013,0.17,6.9e-05,0.0036,0.00014,0.016,6e-05,0.014,9e-05,0.014,0.00015,0.0091,0.00011,0.012,4.9e-05,0.013,0.00011,0.012,4e-05,0.014,6.3e-05,0.0088
6500,3e-05,0.0053,4.3e-05,0.0089,2.6e-05,0.0056,5.9e-05,0.0078,3.7e-05,0.0048,5.7e-05,0.0033,1.8e-05,0.0045,5.3e-05,0.0071,4.1e-05,0.0038,5e-05,0.0047,3e-05,0.0054,0.00015,0.011,0.00044,0.12,3e-05,0.0096,0.00014,0.0091,7.2e-05,0.008,2.5e-05,0.0087,0.00013,0.006,4.5e-05,0.0043,8.9e-05,0.0054,0.00011,0.0086,0.00013,0.018,4.5e-05,0.005,7.7e-05,0.007,0.00014,0.01,0.0001,0.011,5.2e-05,0.0077,9.9e-05,0.0086,4.8e-05,0.0036,5.5e-05,0.014
6600,1.8e-05,0.0057,1.9e-05,0.005,3.9e-05,0.0055,8.3e-05,0.0073,3.2e-05,0.0077,4e-05,0.0035,1.8e-05,0.0057,1.6e-05,0.0043,4.8e-05,0.003,7.7e-05,0.01,3.8e-05,0.0042,0.00026,0.042,6e-05,0.0051,7.7e-05,0.016,0.00011,0.0069,4.2e-05,0.0085,4.4e-05,0.014,0.00015,0.0063,5.3e-05,0.0094,4.2e-05,0.0049,6.9e-05,0.012,0.00016,0.0062,5.9e-05,0.012,8.8e-05,0.014,0.00012,0.01,6.9e-05,0.0048,5.1e-05,0.0067,0.00011,0.026,3.9e-05,0.02,5.8e-05,0.017
6700,2.9e-05,0.0042,1.8e-05,0.0058,3.3e-05,0.0037,5.5e-05,0.006,3.1e-05,0.0049,4.7e-05,0.011,5.4e-05,0.0069,3e-05,0.006,4.7e-05,0.0029,4.9e-05,0.0041,4.4e-05,0.0034,7.4e-05,0.015,6.4e-05,0.011,0.00025,0.036,9.5e-05,0.0066,7.3e-05,0.015,3e-05,0.0089,0.0001,0.0063,4.1e-05,0.019,7.3e-05,0.0065,6.7e-05,0.0048,0.0001,0.009,5.5e-05,0.0066,6.7e-05,0.022,0.00014,0.0077,9.6e-05,0.0077,5.6e-05,0.012,0.0001,0.0076,5.3e-05,0.0027,6.1e-05,0.012
6800,1.6e-05,0.0055,2.6e-05,0.0066,3.2e-05,0.0029,0.00012,0.0033,3e-05,0.005,4.4e-05,0.004,1.6e-05,0.0044,2.3e-05,0.0051,2.3e-05,0.0022,5.3e-05,0.012,4.5e-05,0.016,7.3e-05,0.013,4.1e-05,0.002,7.3e-05,0.005,9.7e-05,0.0071,5.4e-05,0.013,2.7e-05,0.014,8.9e-05,0.015,3e-05,0.008,3e-05,0.0035,5.9e-05,0.0071,0.00018,0.007,5.5e-05,0.0032,0.00012,0.024,0.00014,0.017,4.6e-05,0.0057,5.1e-05,0.0076,0.00012,0.012,3.5e-05,0.012,5.7e-05,0.01
6900,2.3e-05,0.0063,3.5e-05,0.0088,3.1e-05,0.0058,4.5e-05,0.0086,4.3e-05,0.0041,6.7e-05,0.0052,2.6e-05,0.0062,1.9e-05,0.0066,4e-05,0.0024,6.9e-05,0.008,2.6e-05,0.0035,0.00019,0.01,5.8e-05,0.0039,7e-05,0.011,8.8e-05,0.0057,3.8e-05,0.0056,3.4e-05,0.0037,7.2e-05,0.0093,2.9e-05,0.012,5.7e-05,0.0039,4.9e-05,0.006,0.00019,0.0097,5.4e-05,0.011,6.1e-05,0.015,0.00011,0.0084,0.00016,0.027,5.6e-05,0.0093,0.00012,0.028,6.4e-05,0.004,4.9e-05,0.0036
7000,1.7e-05,0.003,2.3e-05,0.0046,2.4e-05,0.0023,5.3e-05,0.0056,2.8e-05,0.0031,3.9e-05,0.0038,3.7e-05,0.011,2.6e-05,0.0044,4e-05,0.0067,4.4e-05,0.0041,4.1e-05,0.0068,0.00014,0.0095,4.1e-05,0.004,8e-05,0.016,9.3e-05,0.019,3.8e-05,0.011,6.4e-05,0.029,5.9e-05,0.0077,2e-05,0.012,3.3e-05,0.0038,5.1e-05,0.0047,0.00012,0.0067,6.2e-05,0.011,7.3e-05,0.024,0.0001,0.0091,6.8e-05,0.024,3.2e-05,0.0075,0.00013,0.024,4e-05,0.009,3.9e-05,0.003
7100,1.6e-05,0.0028,2.8e-05,0.0036,3.5e-05,0.01,5.8e-05,0.006,6.6e-05,0.0041,5.2e-05,0.015,5.1e-05,0.0071,1.3e-05,0.0063,3.3e-05,0.0026,5.3e-05,0.0054,4.5e-05,0.0051,6.6e-05,0.011,7.1e-05,0.0045,7.3e-05,0.0093,0.00015,0.014,3.6e-05,0.0086,2.8e-05,0.011,9.1e-05,0.014,2.6e-05,0.01,4.5e-05,0.0096,5.2e-05,0.0044,0.00012,0.017,9.3e-05,0.0025,6.2e-05,0.0059,0.00014,0.016,6.4e-05,0.0067,6.1e-05,0.0077,7.9e-05,0.013,3.4e-05,0.008,5.3e-05,0.0034
7200,2.2e-05,0.0045,4.1e-05,0.0069,3e-05,0.0026,5.9e-05,0.0085,2.4e-05,0.0038,4.4e-05,0.0097,1.9e-05,0.0065,3.3e-05,0.0028,2.9e-05,0.011,6.1e-05,0.0026,2.6e-05,0.02,6.4e-05,0.009,9.1e-05,0.025,8.2e-05,0.0064,0.00013,0.0064,3.1e-05,0.0049,1.5e-05,0.0042,9.1e-05,0.0072,0.00017,0.052,4.7e-05,0.0066,4.9e-05,0.0073,0.00013,0.0098,7e-05,0.0037,0.0001,0.0058,0.00011,0.0096,6e-05,0.004,3.2e-05,0.016,9.7e-05,0.015,5.2e-05,0.0041,4.2e-05,0.0028
7300,1.3e-05,0.006,2.4e-05,0.0043,1.2e-05,0.0048,8.9e-05,0.011,4.4e-05,0.0062,3.7e-05,0.0052,2.7e-05,0.0076,2.2e-05,0.0059,3.6e-05,0.0033,5.3e-05,0.0025,5.3e-05,0.0062,8e-05,0.017,6.8e-05,0.01,0.00011,0.037,7.6e-05,0.0072,5.9e-05,0.0074,3.5e-05,0.022,6.8e-05,0.014,4.8e-05,0.0027,4.2e-05,0.0096,5.1e-05,0.0069,0.00011,0.0098,5.7e-05,0.012,8.1e-05,0.0059,0.00013,0.015,8e-05,0.017,6.5e-05,0.028,8.7e-05,0.013,7.2e-05,0.0065,4.8e-05,0.011
7400,1.8e-05,0.0037,7e-05,0.011,1.5e-05,0.0046,6.3e-05,0.0046,2.4e-05,0.0086,3.9e-05,0.0071,3.1e-05,0.0045,2.3e-05,0.0078,5.5e-05,0.0038,6.1e-05,0.01,5.1e-05,0.0077,0.0001,0.007,7.2e-05,0.018,7.9e-05,0.0051,0.00018,0.017,4.4e-05,0.0067,2.2e-05,0.0072,9e-05,0.0095,2.4e-05,0.0029,2.8e-05,0.0083,3.9e-05,0.011,0.00016,0.012,4.9e-05,0.011,7.2e-05,0.012,0.00013,0.0096,6.3e-05,0.023,5.1e-05,0.018,0.00017,0.018,7.1e-05,0.012,3.8e-05,0.0063
7500,2.1e-05,0.0036,3e-05,0.0037,1.4e-05,0.0033,8.3e-05,0.0072,3.8e-05,0.01,2.5e-05,0.0037,2.1e-05,0.0037,2.2e-05,0.0085,3.7e-05,0.0056,3.9e-05,0.0036,4.7e-05,0.0061,9.1e-05,0.011,3.4e-05,0.0029,3.1e-05,0.0035,0.00016,0.011,2.8e-05,0.012,2.5e-05,0.018,6.9e-05,0.0071,2.9e-05,0.0022,5.1e-05,0.0067,5.1e-05,0.021,0.00011,0.014,5e-05,0.012,7.7e-05,0.0094,0.00014,0.016,6.7e-05,0.016,4.4e-05,0.0047,0.00014,0.021,4.6e-05,0.013,3.7e-05,0.012
7600,1.4e-05,0.0035,2.9e-05,0.0068,1.6e-05,0.0021,6.6e-05,0.0059,2.5e-05,0.0054,3.5e-05,0.0048,2.5e-05,0.0067,2.6e-05,0.0046,4.2e-05,0.0079,5.4e-05,0.0045,4.3e-05,0.0035,0.00011,0.0092,3.2e-05,0.0037,5.3e-05,0.0067,0.00016,0.017,4.1e-05,0.014,4.7e-05,0.014,7.4e-05,0.014,3.1e-05,0.0047,4.1e-05,0.0045,7e-05,0.0066,0.00011,0.016,6.6e-05,0.0057,5.6e-05,0.014,0.00015,0.015,9.5e-05,0.011,4.2e-05,0.0056,0.00011,0.01,2.9e-05,0.017,3.4e-05,0.051
