iteration,PINN__seed1__rel_l2_error,PINN__seed2__rel_l2_error,PINN__seed3__rel_l2_error,PINN__seed10__rel_l2_error,PINN__seed42__rel_l2_error,PINN__seed68__rel_l2_error,PINN__seed79__rel_l2_error,PINN__seed88__rel_l2_error,PINN__seed203__rel_l2_error,PINN__seed3407__rel_l2_error,PINN-RAR__seed1__rel_l2_error,PINN-RAR__seed2__rel_l2_error,PINN-RAR__seed3__rel_l2_error,PINN-RAR__seed10__rel_l2_error,PINN-RAR__seed42__rel_l2_error,PINN-RAR__seed68__rel_l2_error,PINN-RAR__seed79__rel_l2_error,PINN-RAR__seed88__rel_l2_error,PINN-RAR__seed203__rel_l2_error,PINN-RAR__seed3407__rel_l2_error,QPINN__seed1__rel_l2_error,QPINN__seed2__rel_l2_error,QPINN__seed3__rel_l2_error,QPINN__seed10__rel_l2_error,QPINN__seed42__rel_l2_error,QPINN__seed68__rel_l2_error,QPINN__seed79__rel_l2_error,QPINN__seed88__rel_l2_error,QPINN__seed203__rel_l2_error,QPINN__seed3407__rel_l2_error,QPINN-RAR__seed1__rel_l2_error,QPINN-RAR__seed2__rel_l2_error,QPINN-RAR__seed3__rel_l2_error,QPINN-RAR__seed10__rel_l2_error,QPINN-RAR__seed42__rel_l2_error,QPINN-RAR__seed68__rel_l2_error,QPINN-RAR__seed79__rel_l2_error,QPINN-RAR__seed88__rel_l2_error,QPINN-RAR__seed203__rel_l2_error,QPINN-RAR__seed3407__rel_l2_error
13000,0.02903111,0.03034771,0.02889621,0.04407196,0.06638203,0.01859183,0.0366332,0.0296398,0.02765957,0.03733711,0.02569164,0.02228472,0.02821854,0.01905399,0.03317264,0.01653526,0.02814535,0.0190275,0.02517774,0.03172445,0.02735284,0.03993413,0.01569843,0.02260389,0.06823582,0.02917401,0.02967821,0.02085767,0.027143,0.03064776,0.01512363,0.03599309,0.02965789,0.0150037,0.02796425,0.03199789,0.02283059,0.02600483,0.0338072,0.01904631
13100,0.02816707,0.03119423,0.02854981,0.0452546,0.06684281,0.01785952,0.03869948,0.02970082,0.03140577,0.03526145,0.02584226,0.02224931,0.02835284,0.01970794,0.03097917,0.01624802,0.02878017,0.01811654,0.0233129,0.03291741,0.02520377,0.04083916,0.01585789,0.02356666,0.05578233,0.02909689,0.03451551,0.02154912,0.02773695,0.03015327,0.0150394,0.03628568,0.02896869,0.01498377,0.0288556,0.03209385,0.02421183,0.02572623,0.03171102,0.0184403
13200,0.02833452,0.02870215,0.02850272,0.04214003,0.06623299,0.01746901,0.03915454,0.02880816,0.02963835,0.03608003,0.02483428,0.0231848,0.02881728,0.01929781,0.0317326,0.01590587,0.02760101,0.01892564,0.02329159,0.03375941,0.0248509,0.03861166,0.01576094,0.02128462,0.05617675,0.02739182,0.03408083,0.02027016,0.02636142,0.02829051,0.01513532,0.03522591,0.02847904,0.01507314,0.02904803,0.03175107,0.0232009,0.02562509,0.03047052,0.01830977
13300,0.02839124,0.0271844,0.02868243,0.04527432,0.06359541,0.01770968,0.03976192,0.02902677,0.02977308,0.03424442,0.0250032,0.02371552,0.02585268,0.01905671,0.0312596,0.01594302,0.0280018,0.01816808,0.02242267,0.03574023,0.02382522,0.03490077,0.01552039,0.0201822,0.05657308,0.02840321,0.03209425,0.0205169,0.02632499,0.02717628,0.0148024,0.03642402,0.02759299,0.01470078,0.02786832,0.03161149,0.02140302,0.02490786,0.0292915,0.01814808
13400,0.02932053,0.02949284,0.0292342,0.04434308,0.06817728,0.01677735,0.03816271,0.02860899,0.02921647,0.03419252,0.02390463,0.02115635,0.02761905,0.01888963,0.0325891,0.01525799,0.02653276,0.01725741,0.02301471,0.03499796,0.02511393,0.03753201,0.01525174,0.02152929,0.04958383,0.02696902,0.03273997,0.02008333,0.02542489,0.02921438,0.01434731,0.03494416,0.02692534,0.01452166,0.02968181,0.03166376,0.01919007,0.02354593,0.02885665,0.01705468
13500,0.02762187,0.02917525,0.02720855,0.04244064,0.06859636,0.01598352,0.03675168,0.02928846,0.02931756,0.0331744,0.02315418,0.02133584,0.02583108,0.0181701,0.03142101,0.01561128,0.02871205,0.01736831,0.02160078,0.03357725,0.02342045,0.03727564,0.01404392,0.01983151,0.0400365,0.02449854,0.03115456,0.02079399,0.02526456,0.02723979,0.01381038,0.03224687,0.02517731,0.01422796,0.02775042,0.03053145,0.02233239,0.02444692,0.02712485,0.01711593
13541,,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,
13600,0.02889288,0.03006202,0.02678996,0.04154063,0.06626918,0.01739372,0.03939261,0.02688853,0.0314059,0.03279873,0.02152395,0.01821958,0.02703574,0.01749565,0.02988828,0.01552951,0.02697121,0.01763067,0.0221568,0.0339495,,0.03815696,0.01372568,0.02034205,0.0383941,0.02878053,0.03121599,0.01870756,0.02556624,0.02897254,0.01286944,0.03039866,0.02644234,0.0132924,0.02706847,0.03152112,0.02053815,0.02302655,0.02746883,0.01669948
13700,0.02730202,0.02909651,0.02946842,0.0446129,0.06517058,0.01566236,0.03617508,0.02916211,0.03153474,0.03240563,0.02175217,0.02049078,0.02671955,0.01723266,0.03067954,0.01492464,0.02618006,0.01811925,0.02115884,0.03196572,,0.03669021,0.01490358,0.02039921,0.03959788,0.02468419,0.02885166,0.01953378,0.0241046,0.02954815,0.01327374,0.03511973,0.02629879,0.01372442,0.02696542,0.02903507,0.02001337,0.02451611,0.02499141,0.01644514
13800,0.02806763,0.02960553,0.02763018,0.04143403,0.06541583,0.0162503,0.03627678,0.02809247,0.02866494,0.03194695,0.02261868,0.01850645,0.02810541,0.01739217,0.03175269,0.01546251,0.02597095,0.01966277,0.02213535,0.03283582,,0.0375848,0.01278762,0.01944929,0.03929609,0.0254631,0.02660757,0.01970439,0.02273354,0.02615326,0.01289638,0.03292217,0.02676549,0.01382176,0.02721039,0.03058945,0.0185352,0.0238299,0.02504242,0.01668563
13900,0.02789725,0.02900819,0.02591749,0.04186076,0.06274097,0.01488296,0.0350356,0.02574337,0.03009071,0.03044926,0.02109505,0.01850185,0.02600368,0.01739762,0.03033854,0.01496376,0.02621864,0.01884151,0.0204308,0.03209683,,0.03746209,0.01274917,0.01964819,0.03841318,0.02670647,0.02536445,0.01837394,0.02292624,0.02648388,0.01154015,0.03178343,0.02542339,0.01362795,0.02760744,0.02869071,0.01746765,0.02403156,0.02428275,0.01663742
14000,0.02740043,0.027876,0.02845535,0.04302879,0.05785523,0.01585554,0.03672623,0.02737477,0.03207704,0.03043854,0.02144174,0.01840335,0.02617007,0.01655344,0.03058667,0.01440122,0.02640736,0.01803986,0.02110058,0.03206966,,0.03517774,0.01488985,0.01916177,0.03346752,0.02569348,0.02646459,0.02014811,0.02300172,0.02696854,0.01263863,0.03025811,0.02556107,0.01284102,0.02613551,0.02758472,0.0170219,0.02273467,0.02394778,0.01592597
14100,0.02541981,0.02847344,0.02665436,0.04221585,0.05911209,0.01542433,0.03524328,0.02997012,0.02865854,0.03023466,0.02095985,0.01786155,0.02690643,0.01762082,0.03004782,0.01435504,0.02389716,0.01679531,0.02103608,0.03285599,,0.03401592,0.01354854,0.01719747,0.0293674,0.02863411,0.02334997,0.02051492,0.02220467,0.02556584,0.01236599,0.02932067,0.02602034,0.01377682,0.02707102,0.02672277,0.01864655,0.0247707,0.02569147,0.0166263
14200,0.02524143,0.03073256,0.02594107,0.04404553,0.06390014,0.01491815,0.03413051,0.02773977,0.02997774,0.02967433,0.02041029,0.01816627,0.0256279,0.01672031,0.03016386,0.01430949,0.02459223,0.0182786,0.0209791,0.03169859,,0.03628967,0.01451116,0.01822833,0.0261533,0.02640098,0.0245107,0.02017168,0.02189559,0.02629955,0.01232857,0.02903545,0.02485764,0.01354966,0.02481666,0.02740681,0.01934679,0.02520663,0.02389686,0.01599948
14268,,,,,,,,0.0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14300,0.02591716,0.02834234,0.02565379,0.03918371,0.05958455,0.01486171,0.03445634,,0.02971845,0.03047539,0.0211379,0.01668057,0.02724224,0.0163397,0.02948678,0.01364251,0.02632021,0.01791029,0.02101242,0.03133361,,0.03634486,0.0139205,0.01825452,0.02773906,0.02563963,0.02381947,0.01962063,0.0228916,0.02583153,0.01295769,0.03036081,0.02573279,0.01261435,0.02559462,0.02580447,0.01910151,0.02426938,0.02434282,0.01561046
14400,0.02572432,0.02930149,0.02483189,0.04339955,0.05831025,0.01407589,0.03588008,,0.02890853,0.02904194,0.02147927,0.01808785,0.02728104,0.01614121,0.02988056,0.01365371,0.02639677,0.01782796,0.02096068,0.03204678,,0.03528131,0.01141621,0.01798266,0.02741312,0.02682486,0.02406559,0.02051481,0.02064977,0.02569766,0.01285917,0.02745625,0.02642604,0.01216945,0.02436022,0.02548219,0.01834576,0.02347471,0.02399511,0.01608668
14500,0.02641433,0.03003295,0.02461597,0.03969942,0.0600041,0.01436636,0.03559142,,0.02848726,0.029717,0.02039457,0.01813783,0.02536901,0.01619276,0.03007154,0.01423477,0.0252976,0.0195518,0.0207033,0.03017921,,0.03276114,0.0128492,0.01677336,0.02852279,0.02633144,0.02397489,0.01938395,0.0213325,0.02573615,0.01275038,0.0297928,0.02443936,0.01234369,0.02404549,0.02627078,0.01529777,0.02373089,0.02362354,0.01489009
14600,0.02454184,0.0279689,0.02310321,0.04022301,0.06139828,0.01501433,0.03576305,,0.02522087,0.02944113,0.02251441,0.01785409,0.02446222,0.01569876,0.02898436,0.01423305,0.02611341,0.01776172,0.02154676,0.02963965,,0.03332151,0.01184674,0.01777123,0.02934123,0.02837154,0.02474903,0.02013253,0.01970455,0.02400595,0.01352786,0.03067167,0.02393898,0.01151455,0.02396708,0.02689266,0.01579623,0.02288695,0.0242543,0.01589499
14700,0.02465871,0.02902015,0.02536513,0.03697039,0.0632702,0.01364554,0.03259823,,0.03048974,0.03006263,0.02099427,0.01731649,0.0240487,0.01563857,0.02955816,0.01402346,0.02539094,0.01870163,0.02040501,0.02844841,,0.03448553,0.01208502,0.01638594,0.02575001,0.02587801,0.02144646,0.01885143,0.02176533,0.02502862,0.01193803,0.03097235,0.0240862,0.01180026,0.02498708,0.02544378,0.01637664,0.02448758,0.02393863,0.01392846
14800,0.02473894,0.02868544,0.02482042,0.03927752,0.06120424,0.01462985,0.03451053,,0.02805298,0.02906169,0.02009569,0.01677307,0.0241371,0.0161412,0.03011387,0.01368139,0.02439501,0.01980108,0.02098962,0.02971023,,0.03177837,0.01169206,0.01823608,0.02596792,0.02668114,0.02231802,0.01994442,0.0208082,0.02500616,0.01138701,0.02825829,0.02227009,0.01213465,0.02253732,0.02505382,0.01540848,0.02417381,0.02292401,0.01519464
14900,0.02368788,0.02703633,0.02461336,0.03841019,0.06023215,0.01388938,0.03623984,,0.02845092,0.0298732,0.02046875,0.0161418,0.02314659,0.01630926,0.02998809,0.01358627,0.02448863,0.01945432,0.02070622,0.02851632,,0.03222608,0.01150252,0.01692456,0.02504588,0.0255676,0.02272118,0.01867508,0.02114646,0.02516353,0.01140019,0.03040992,0.02241485,0.01178898,0.0240778,0.02431111,0.01454432,0.02343363,0.02225999,0.01462488
15000,0.02582308,0.02679176,0.02413316,0.03700349,0.05808675,0.01359283,0.03387696,,0.02650696,0.02851463,0.0214601,0.01607424,0.02345116,0.0152684,0.02859637,0.01423108,0.02571151,0.01787799,0.02052511,0.02945582,,0.03316772,0.01152463,0.01726476,0.02576645,0.02669316,0.01960147,0.02036876,0.01996299,0.02395775,0.01183972,0.02913781,0.02188694,0.01105087,0.02434339,0.02424306,0.01292977,0.02275642,0.02264586,0.01451781
15061,,,,,,,,,,,,,,,,,,,,,,,,,0.0221,,,,,,,,,,,,,,,
15067,,,,,,,,,,,,,,,,,,,,,,,0.0113,,,,,,,,,,,,,,,,,
15100,0.02450336,0.02785699,0.02429663,0.03811084,0.05997314,0.0141113,0.03378204,,0.02582805,0.02691318,0.02027544,0.01686716,0.02476821,0.01499032,0.03025231,0.01432184,0.02491584,0.01719056,0.02065211,0.02803,,0.03184386,,0.01644885,,0.02526166,0.01900448,0.0197436,0.01963853,0.02432638,0.01129005,0.03048262,0.02334556,0.01073034,0.02383309,0.02301754,0.0142286,0.02440194,0.0218877,0.0140551
15124,,,,,,,,,,,,,,,0.0297,,,,,,,,,,,,,,,,,,,,,,,,,
15200,0.02412901,0.02651294,0.02331234,0.03536435,0.05943099,0.0135367,0.03386134,,0.02565766,0.02782393,0.02043476,0.0155763,0.02237682,0.01603136,,0.01422898,0.02321395,0.01682959,0.02031789,0.03029095,,0.03214146,,0.01719592,,0.02492105,0.02041876,0.019232,0.01926154,0.02194615,0.01154455,0.02875492,0.02132341,0.01105541,0.02518979,0.02421786,0.01326948,0.0233408,0.0220428,0.01511794
15205,,,,,,,0.0337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300,0.02339334,0.02595303,0.0240167,0.03658502,0.05972778,0.0140394,,,0.02692704,0.02819565,0.01888961,0.0160157,0.02161221,0.01497253,,0.0138885,0.02384951,0.01860234,0.02191709,0.02745554,,0.03279878,,0.01550869,,0.02389093,0.01956615,0.01945803,0.01993938,0.02446677,0.01096196,0.02941276,0.02085793,0.01067181,0.02263092,0.02355842,0.01218319,0.02376556,0.0213935,0.01433942
15309,,,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,
15400,0.02418408,0.02657757,0.02569144,0.03711686,0.06061837,0.01361356,,,0.02464626,0.02836883,0.01968618,0.01611107,0.02326578,0.01568752,,0.01355655,0.02245593,,0.01958539,0.02786031,,0.03346367,,0.0175633,,0.02610035,0.0191274,0.02113711,0.01863283,0.0226407,0.01028629,0.02935797,0.02229281,0.01118977,0.02296527,0.02379747,0.01238889,0.02390491,0.02126124,0.01462655
15421,,,,,,0.0132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15447,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15448,,,,,,,,,,,,,,,,,0.0254,,,,,,,,,,,,,,,,,,,,,,,
15500,,0.02608422,0.02439357,0.0378312,0.05706365,,,,0.02645233,0.02733654,0.01979436,0.01557786,0.02293402,0.01562874,,0.01419513,,,0.01999803,0.02770513,,0.02978251,,0.01641132,,0.02307524,0.01894503,0.02073075,0.01981343,0.02266118,0.01115265,0.02753556,0.02177927,0.01071669,0.02334523,0.02415285,0.01587154,0.0237806,0.02191357,0.01413539
15574,,,,,,,,,,,,,,0.0146,,,,,,,,,,,,,,,,,,,,,,,,,,
15600,,0.0256855,0.02375174,0.03756827,0.05829,,,,0.02484632,0.02783505,0.01938104,0.01644053,0.02285793,,,0.01374317,,,0.02173263,0.0264146,,0.03245744,,0.01627784,,0.02552378,0.01840117,0.01831499,0.01835764,0.02213964,0.01036597,0.02898977,0.02229421,0.0104823,0.02200726,0.02282581,0.01309009,0.02392308,0.02152692,0.0139021
15700,,0.02484981,0.02382707,0.03565795,0.05896124,,,,0.02560887,0.02844606,0.01995977,0.01588298,0.0217917,,,0.01354401,,,0.0216307,0.02639206,,0.03145754,,0.01647082,,0.02312526,0.01792938,0.01935889,0.01864922,0.0242078,0.009697141,0.02942682,0.02094831,0.01083511,0.02277278,0.02264401,0.011874,0.02420506,0.02139141,0.01368997
15701,,,,,,,,,,,,,0.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,
15731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,
15770,,,,,,,,,,,,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0123,,,
15800,,0.02563535,0.02237205,0.03525823,0.05643246,,,,0.0265042,0.02842907,0.01814865,,,,,0.01276364,,,0.01995522,0.02616911,,0.03223366,,0.01568727,,0.02389463,0.01716737,0.01943577,,0.02260303,0.00952809,0.02969163,0.02157344,0.01023233,0.02388773,0.0223183,,0.02316003,0.02180671,0.01337368
15862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0185,,,,,,,,,,,,
15900,,0.02624882,0.02388274,0.03689121,0.05656496,,,,0.02335889,0.02815084,0.01990874,,,,,0.01318909,,,0.01988837,0.02656878,,0.03268506,,0.01594797,,0.02455362,0.01846665,,,0.02285867,0.009638984,0.0277228,0.0207005,0.0100023,0.02233886,0.02339684,,0.0239937,0.02021802,0.01383915
15966,,,0.0217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,,0.02616237,,0.03686379,0.05202007,,,,0.02392812,0.02681592,0.01995059,,,,,0.01284082,,,0.02298039,0.02601078,,0.03177316,,0.01502771,,0.02489131,0.01786973,,,0.02202637,0.009611025,0.02988134,0.01892672,0.0102166,0.02363425,0.02197392,,0.02372679,0.02119891,0.01318368
16064,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16100,,0.02633042,,0.03544154,0.05753149,,,,0.02556184,0.02643171,,,,,,0.01323344,,,0.02023123,0.02734881,,0.03296053,,0.01640438,,0.0259672,0.01802437,,,0.02178057,0.009378205,0.03045735,0.01990053,0.009631041,0.02297454,0.02291405,,0.02247411,0.0185897,0.01338714
16136,,,,,,,,,,0.0268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238,,
16159,,,,,0.0529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16200,,0.02447526,,0.03560736,,,,,0.02437624,,,,,,,0.01271091,,,0.02068898,0.02548102,,0.03167652,,0.01606557,,0.02548927,0.01852705,,,0.02109628,0.008949875,0.02863953,0.01952834,0.009929485,0.02300067,0.0212829,,,0.01971436,0.01276096
16279,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0178,,,,,,,,,,,,,
16300,,0.0239607,,0.03336615,,,,,0.02405208,,,,,,,0.01277241,,,0.02004747,0.02586976,,0.02924453,,0.0146876,,0.02503803,,,,0.02129244,0.008398706,0.02894708,0.01966955,0.01024844,0.02288654,0.02048963,,,0.01900551,0.0133745
16400,,0.02570049,,0.03572201,,,,,0.0236306,,,,,,,0.01278341,,,0.01984336,0.02552648,,0.03252494,,0.01503021,,0.02600602,,,,0.02167241,0.008308725,0.02922537,0.01926178,0.009657676,0.02268239,0.01907817,,,0.01994869,0.01267155
16443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00831,,,,,,,,,
16484,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16500,,0.0241537,,,,,,,0.02373477,,,,,,,0.01260706,,,0.02080769,0.0254032,,0.03025332,,0.0146481,,0.02441796,,,,0.02077708,,0.03001855,0.01907986,0.009862514,0.02120354,0.02015124,,,0.0192868,0.01311539
16520,,,,,,,,,,,,,,,,,,,,0.0248,,,,,,,,,,,,,,,,,,,,
16557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0203,,,,
16600,,0.02505643,,,,,,,0.02265927,,,,,,,0.01320685,,,0.02052637,,,0.03315866,,0.01477026,,0.02606483,,,,0.02043388,,0.02876453,0.01866282,0.009275619,0.0215217,,,,0.01856393,0.01290394
16621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,
16636,,,,,,,,,,,,,,,,,,,0.0213,,,,,,,,,,,,,,,,,,,,,
16700,,0.02408286,,,,,,,0.02137452,,,,,,,0.01314159,,,,,,0.03077936,,0.01402408,,0.02603912,,,,0.02081886,,0.02834992,0.01873894,0.009596381,0.0201157,,,,,0.01253806
16733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0215,,,,,
16800,,0.02272559,,,,,,,0.02313625,,,,,,,0.01292351,,,,,,0.03127594,,0.01445285,,0.02605468,,,,0.0199869,,0.02738906,0.01918243,0.009409773,,,,,,0.01284247
16883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012
16900,,0.02297723,,,,,,,0.02280295,,,,,,,0.01213668,,,,,,0.02861651,,0.01399586,,0.02600969,,,,0.02188684,,0.02800013,0.01873236,0.009447554,,,,,,
17000,,0.02438625,,,,,,,0.0223472,,,,,,,0.01326038,,,,,,0.03112855,,0.01325297,,0.02593049,,,,0.02102114,,0.02989153,0.01956999,0.00979897,,,,,,
17007,,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,
17012,,,,,,,,,,,,,,,,,,,,,,,,0.0131,,,,,,,,,,,,,,,,
17100,,0.02224945,,,,,,,0.02170602,,,,,,,,,,,,,0.03129884,,,,0.02597562,,,,0.01990278,,0.026778,0.01838763,0.009592902,,,,,,
17200,,0.02239197,,,,,,,0.02034427,,,,,,,,,,,,,0.02952785,,,,0.02626837,,,,0.02048237,,0.02555277,0.01923176,0.008731834,,,,,,
17231,,,,,,,,,,,,,,,,,,,,,,,,,,0.0254,,,,,,,,,,,,,,
17300,,0.02207146,,,,,,,0.02118292,,,,,,,,,,,,,0.03131495,,,,,,,,0.01926931,,0.02676686,0.01761983,0.009023411,,,,,,
17302,,0.0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17333,,,,,,,,,,,,,,,,,,,,,,0.0298,,,,,,,,,,,,,,,,,,
17400,,,,,,,,,0.02206879,,,,,,,,,,,,,,,,,,,,,0.01977011,,0.02600287,0.01736176,0.008852926,,,,,,
17500,,,,,,,,,0.02252508,,,,,,,,,,,,,,,,,,,,,0.0185848,,0.0289049,0.01770601,0.008953641,,,,,,
17600,,,,,,,,,0.02159859,,,,,,,,,,,,,,,,,,,,,0.01889338,,0.02699891,0.01760962,0.009373587,,,,,,
17685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00877,,,,,,
17693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,
17700,,,,,,,,,0.02327029,,,,,,,,,,,,,,,,,,,,,,,0.02768857,0.01795316,,,,,,,
17800,,,,,,,,,0.0222287,,,,,,,,,,,,,,,,,,,,,,,0.02773608,0.01698973,,,,,,,
17810,,,,,,,,,0.0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0257,,,,,,,,
17900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01753446,,,,,,,
18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01825146,,,,,,,
18100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01694579,,,,,,,
18200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700922,,,,,,,
18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0169307,,,,,,,
18400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01707673,,,,,,,
18500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01667442,,,,,,,
18514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0172,,,,,,,
